sequence_id,sample_id,t0,gt_x,gt_y,gt_z,pred_x,pred_y,pred_z,top1_error,empty_input,empty_output,top1_success_0p5m,top1_success_1m,top1_success_2m,raw_top10_has_gt_0p5m,raw_top10_has_gt_1m,nms_top10_has_gt_0p5m,nms_top10_has_gt_1m,best_raw_candidate_error,best_nms_candidate_error,top1_score,best_gt_near_candidate_score,best_gt_near_candidate_rank,event_count,total_point_count,avia_point_count,mid360_point_count,history_span_sec,oldest_event_age_sec,newest_event_age_sec,num_support_events_0p5m,num_support_events_1m,num_support_events_2m,num_support_points_0p5m,num_support_points_1m,num_support_points_2m,last_support_timestamp_1m,last_support_age_sec_1m,last_support_event_index,last_support_sensor,num_support_events_in_last4,num_support_points_in_last4,history_has_any_support,current_support,exported_support_flag,flag_empty_input,flag_no_history_support,flag_stale_history_support,flag_candidate_exists_ranking_fail,flag_nms_removed_good_candidate,flag_current_support_generation_fail,primary_failure_type
seq0005,seq0005_valref_000471,1706257445.6969004,-8.088735580444336,10.478132247924805,1.7224040031433105,-40.091796875,-14.828125,83.662109375,91.53533935546875,False,False,False,False,False,False,True,False,True,0.535405695438385,0.535405695438385,0.30859375,0.061767578125,4,20,45354,1,45353,0.9028530120849609,0.9969804286956787,0.09412741661071777,6,6,6,6,6,6,1706257445.599924,0.09697628021240234,18,Mid360,2,2,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000491,1706257446.7002132,-8.069833755493164,10.445718765258789,0.5335729718208313,11.7734375,-10.935546875,3.3681640625,29.307828903198242,False,False,False,False,False,True,True,True,True,0.35125523805618286,0.35125523805618286,0.359375,0.046630859375,9,20,45713,1,45712,0.9980361461639404,0.9984452724456787,0.00040912628173828125,5,7,9,10,17,40,1706257446.699804,0.00040912628173828125,19,Mid360,2,6,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000492,1706257446.7476096,-8.071761131286621,10.448454856872559,0.4970420002937317,11.771484375,-10.92578125,3.375,29.30691146850586,False,False,False,False,False,True,True,True,True,0.4025658965110779,0.4025658965110779,0.4453125,0.04345703125,8,20,45713,1,45712,0.9019730091094971,0.9478075504302979,0.04583454132080078,6,7,9,12,17,46,1706257446.699804,0.0478055477142334,18,Mid360,2,6,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000493,1706257446.7981389,-8.073288917541504,10.450840950012207,0.4599609971046448,11.771484375,-10.9150390625,3.3828125,29.306293487548828,False,False,False,False,False,True,True,True,True,0.4556678533554077,0.4556678533554077,0.5234375,0.03955078125,8,20,45713,1,45712,0.9019730091094971,0.9983367919921875,0.09636378288269043,6,7,9,14,17,56,1706257446.699804,0.09833478927612305,18,Mid360,2,6,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000494,1706257446.849616,-8.074213027954102,10.45538330078125,0.39241600036621094,12.192138671875,-10.9990234375,3.31640625,29.657482147216797,False,False,False,False,False,False,True,False,True,0.5091673731803894,0.5091673731803894,0.1826171875,0.16015625,2,20,45497,1,45496,0.9017519950866699,0.9496960639953613,0.047944068908691406,7,8,9,17,20,65,1706257446.799801,0.04981493949890137,18,Mid360,2,4,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000496,1706257446.9463532,-8.073016166687012,10.458094596862793,0.32922399044036865,18.76708984375,-2.64990234375,6.990234375,30.603595733642578,False,False,False,False,False,False,False,False,False,19.701868057250977,19.701868057250977,0.89453125,nan,,20,45676,0,45676,0.9017210006713867,0.9464292526245117,0.044708251953125,7,8,10,18,22,75,1706257446.89992,0.046433210372924805,18,Mid360,2,6,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0005,seq0005_valref_000497,1706257446.9980187,-8.071900367736816,10.459071159362793,0.3005000054836273,18.78466796875,-2.6396484375,6.998046875,30.622032165527344,False,False,False,False,False,False,False,False,False,19.711977005004883,19.711977005004883,0.89453125,nan,,20,45676,0,45676,0.9017210006713867,0.9980947971343994,0.0963737964630127,8,8,10,18,22,81,1706257446.89992,0.0980987548828125,18,Mid360,2,6,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0005,seq0005_valref_000498,1706257447.0538683,-8.070612907409668,10.45944595336914,0.2712950110435486,18.791748046875,-2.66015625,6.94921875,30.63176727294922,False,False,False,False,False,False,True,False,True,0.7898557186126709,0.7898557186126709,0.86328125,0.0203857421875,10,20,45515,0,45515,0.9019129276275635,0.9540653228759766,0.052152395248413086,8,9,10,20,24,97,1706257446.999786,0.054082393646240234,18,Mid360,2,5,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0005,seq0005_valref_000499,1706257447.1005425,-8.069260597229004,10.459444046020508,0.2422879934310913,18.78662109375,-2.5693359375,7.013671875,30.60782814025879,False,False,False,False,False,False,False,False,False,20.90144157409668,20.90056037902832,0.66796875,nan,,20,45499,0,45499,0.9969580173492432,0.9977664947509766,0.0008084774017333984,7,9,10,18,22,93,1706257447.099734,0.0008084774017333984,19,Mid360,2,3,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0006,seq0006_valref_000501,1706257647.734974,2.5119330883026123,-0.9538750052452087,3.127027988433838,-7.962890625,-0.7505340576171875,-0.31640625,11.028169631958008,False,False,False,False,False,True,True,True,True,0.30977684259414673,0.30977684259414673,0.099609375,0.053466796875,5,2,4919,0,4919,0.0003440380096435547,0.03476285934448242,0.03441882133483887,1,1,1,16,29,29,1706257647.700211,0.03476285934448242,0,Mid360,1,29,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0006,seq0006_valref_000502,1706257647.7743883,2.486402988433838,-0.9340429902076721,3.1276280879974365,-7.9580078125,-0.7522125244140625,-0.28515625,10.989352226257324,False,False,False,False,False,True,True,True,True,0.3481651246547699,0.3481651246547699,0.07470703125,0.037841796875,7,2,4919,0,4919,0.0003440380096435547,0.07417726516723633,0.07383322715759277,1,1,1,13,29,29,1706257647.700211,0.07417726516723633,0,Mid360,1,29,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0006,seq0006_valref_000503,1706257647.817207,2.4610610008239746,-0.9125099778175354,3.128330945968628,-48.55859375,-3.990234375,29.607421875,57.564048767089844,False,False,False,False,False,True,True,True,True,0.16785214841365814,0.24421966075897217,0.1376953125,0.055908203125,6,4,9896,0,9896,0.10044288635253906,0.11699604988098145,0.016553163528442383,2,2,2,10,44,44,1706257647.800332,0.016875028610229492,2,Mid360,2,44,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0006,seq0006_valref_000504,1706257647.865148,2.4366190433502197,-0.8902699947357178,3.1285769939422607,-48.552734375,-3.99609375,29.625,57.54668426513672,False,False,False,False,False,True,True,True,True,0.17090807855129242,0.23054924607276917,0.130859375,0.06640625,5,4,9896,0,9896,0.10044288635253906,0.16493701934814453,0.06449413299560547,2,2,2,9,44,44,1706257647.800332,0.06481599807739258,2,Mid360,2,44,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0006,seq0006_valref_000505,1706257647.9066315,2.409480094909668,-0.8660029768943787,3.1291980743408203,-50.5,-13.8896484375,25.80078125,59.01719284057617,False,False,False,False,False,False,False,False,False,10.724212646484375,10.724212646484375,0.05029296875,nan,,6,14718,0,14718,0.20035600662231445,0.2064204216003418,0.006064414978027344,3,3,3,13,73,73,1706257647.90029,0.006341457366943359,4,Mid360,2,44,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0006,seq0006_valref_000506,1706257647.9559188,2.384942054748535,-0.8412140011787415,3.129185914993286,11.912109375,4.1025390625,3.1875,10.73363971710205,False,False,False,False,False,True,True,True,True,0.149020254611969,0.28523075580596924,0.053466796875,0.03369140625,5,6,14718,0,14718,0.20035600662231445,0.2557077407836914,0.05535173416137695,3,3,3,9,73,73,1706257647.90029,0.05562877655029297,4,Mid360,2,44,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0006,seq0006_valref_000507,1706257648.0211315,2.3597590923309326,-0.8165730237960815,3.1293389797210693,-50.337890625,-11.50390625,29.0390625,59.687313079833984,False,False,False,False,False,False,False,False,False,11.248385429382324,11.248385429382324,0.12353515625,nan,,8,19590,0,19590,0.3004748821258545,0.320920467376709,0.020445585250854492,4,4,4,17,104,104,1706257648.00034,0.02079153060913086,6,Mid360,2,60,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0006,seq0006_valref_000508,1706257648.0548022,2.3350369930267334,-0.790224015712738,3.129401922225952,-50.3330078125,-11.5078125,29.05078125,59.67166519165039,False,False,False,False,False,True,True,True,True,0.23297591507434845,0.23297591507434845,0.119140625,0.02978515625,9,8,19590,0,19590,0.3004748821258545,0.35459113121032715,0.054116249084472656,4,4,4,17,104,104,1706257648.00034,0.05446219444274902,6,Mid360,2,60,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0006,seq0006_valref_000509,1706257648.1019192,2.3061840534210205,-0.7607859969139099,3.130059003829956,-9.74078369140625,19.7655029296875,5.8359375,23.95370101928711,False,False,False,False,False,True,True,True,True,0.11798157542943954,0.2670786380767822,0.049560546875,0.03466796875,7,10,24534,0,24534,0.40041089057922363,0.40170812606811523,0.0012972354888916016,5,5,5,20,127,127,1706257648.100317,0.0016021728515625,8,Mid360,2,54,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0006,seq0006_valref_000510,1706257648.1742947,2.246958017349243,-0.6951169967651367,3.130458116531372,-9.73699951171875,19.7587890625,5.8671875,23.86351203918457,False,False,False,False,False,True,True,True,True,0.09786693751811981,0.3127436935901642,0.048828125,0.04150390625,2,10,24534,0,24534,0.40041089057922363,0.47408366203308105,0.07367277145385742,4,5,5,11,127,127,1706257648.100317,0.07397770881652832,8,Mid360,2,54,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0006,seq0006_valref_000511,1706257648.2086186,2.21848201751709,-0.6629850268363953,3.1303529739379883,-9.76458740234375,19.74261474609375,5.8984375,23.82529640197754,False,False,False,False,False,False,False,True,True,11.264019012451172,0.11357041448354721,0.052734375,nan,,12,29291,0,29291,0.5003540515899658,0.5084075927734375,0.00805354118347168,4,6,6,9,147,147,1706257648.200276,0.008342742919921875,10,Mid360,2,43,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0006,seq0006_valref_000512,1706257648.255138,2.188910961151123,-0.6291859745979309,3.129889965057373,-9.75994873046875,19.736328125,5.9140625,23.7756404876709,False,False,False,False,False,True,True,True,True,0.11842993646860123,0.11842993646860123,0.0517578125,0.0255126953125,5,12,29291,0,29291,0.5003540515899658,0.554926872253418,0.05457282066345215,3,6,6,6,147,147,1706257648.200276,0.054862022399902344,10,Mid360,2,43,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0006,seq0006_valref_000513,1706257648.3206553,2.161195993423462,-0.5976390242576599,3.129509925842285,-48.7630615234375,-5.281494140625,28.58984375,57.126590728759766,False,False,False,False,False,True,True,True,True,0.07788796722888947,0.07788796722888947,0.049560546875,0.0289306640625,7,14,34250,0,34250,0.6004469394683838,0.6204442977905273,0.019997358322143555,4,7,7,14,177,177,1706257648.300213,0.02044224739074707,12,Mid360,2,50,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0006,seq0006_valref_000514,1706257648.355047,2.1314139366149902,-0.5646190047264099,3.129779100418091,-48.7564697265625,-5.28173828125,28.6015625,57.102012634277344,False,False,False,False,False,True,True,True,True,0.10040442645549774,0.10040442645549774,0.04736328125,0.033203125,4,14,34250,0,34250,0.6004469394683838,0.6548359394073486,0.054388999938964844,3,7,7,9,177,177,1706257648.300213,0.05483388900756836,12,Mid360,2,50,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0008,seq0008_valref_000701,1706257657.806374,-6.226503849029541,9.102542877197266,2.8166630268096924,-52.640625,-22.17578125,30.28515625,62.3467903137207,False,False,False,False,False,False,False,False,False,11.941136360168457,11.941136360168457,0.0634765625,nan,,2,4730,0,4730,0.00039696693420410156,0.006195068359375,0.0057981014251708984,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT,False,True,False,False,False,False,NO_HISTORY_SUPPORT
seq0008,seq0008_valref_000702,1706257657.8561163,-6.230853080749512,9.109455108642578,2.808846950531006,-50.55078125,-13.140625,29.48046875,56.3089485168457,False,False,False,False,False,False,False,False,False,11.936119079589844,11.936119079589844,0.0439453125,nan,,2,4730,0,4730,0.00039696693420410156,0.05593729019165039,0.05554032325744629,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT,False,True,False,False,False,False,NO_HISTORY_SUPPORT
seq0008,seq0008_valref_000787,1706257662.1033375,-6.232876777648926,9.172658920288086,0.09029799699783325,11.865234375,-10.9873046875,3.33837890625,27.285816192626953,False,False,False,False,False,True,True,True,True,0.13558517396450043,0.13558517396450043,0.11572265625,0.03369140625,5,20,48818,0,48818,0.9002430438995361,0.9030625820159912,0.002819538116455078,10,10,10,23,33,92,1706257662.100278,0.0030596256256103516,18,Mid360,2,10,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0008,seq0008_valref_000788,1706257662.153566,-6.233758926391602,9.17173957824707,0.0654359981417656,11.869140625,-10.9873046875,3.34521484375,27.292104721069336,False,False,False,False,False,True,True,True,True,0.17477265000343323,0.17477265000343323,0.1474609375,0.0302734375,7,20,48818,0,48818,0.9002430438995361,0.9532909393310547,0.053047895431518555,10,10,10,25,33,92,1706257662.100278,0.05328798294067383,18,Mid360,2,10,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0008,seq0008_valref_000789,1706257662.2048817,-6.234169960021973,9.170293807983398,0.04178300127387047,11.876953125,-10.9814453125,3.35693359375,27.296438217163086,False,False,False,False,False,False,False,True,True,11.859112739562988,0.1432390809059143,0.12890625,nan,,20,48956,0,48956,0.9002501964569092,0.9046957492828369,0.004445552825927734,9,10,10,18,33,94,1706257662.200215,0.004666566848754883,18,Mid360,2,12,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0008,seq0008_valref_000790,1706257662.2550719,-6.234595775604248,9.167618751525879,-0.00203000009059906,11.880859375,-10.98046875,3.36376953125,27.302814483642578,False,False,False,False,False,False,False,False,False,11.877779960632324,11.877779960632324,0.169921875,nan,,20,48956,0,48956,0.9002501964569092,0.9548859596252441,0.05463576316833496,10,10,10,23,33,96,1706257662.200215,0.05485677719116211,18,Mid360,2,12,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0008,seq0008_valref_000791,1706257662.3178449,-6.234839916229248,9.165569305419922,-0.024252999573946,14.96875,-6.7531585693359375,2.33984375,26.619298934936523,False,False,False,False,False,True,True,True,True,0.21880728006362915,0.21880728006362915,0.040771484375,0.03369140625,6,20,49004,0,49004,0.9002420902252197,0.9175329208374023,0.017290830612182617,9,10,10,26,37,105,1706257662.300305,0.01753997802734375,18,Mid360,2,13,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0008,seq0008_valref_000792,1706257662.35338,-6.234713077545166,9.163579940795898,-0.044548001140356064,14.96875,-6.749858856201172,2.3515625,26.618896484375,False,False,False,False,False,True,True,True,True,0.24229691922664642,0.24229691922664642,0.0419921875,0.0311279296875,6,20,49004,0,49004,0.9002420902252197,0.9530680179595947,0.052825927734375,9,10,10,27,37,107,1706257662.300305,0.05307507514953613,18,Mid360,2,13,True,True,CURRENT_SUPPORT,False,False,False,True,False,False,CANDIDATE_EXISTS_RANKING_FAIL
seq0008,seq0008_valref_000793,1706257662.4029658,-6.234372138977051,9.16097354888916,-0.06589800119400024,-3.4931640625,-26.041015625,2.123046875,35.3763427734375,False,False,False,False,False,False,False,False,False,18.839534759521484,18.839534759521484,0.126953125,nan,,20,49005,0,49005,0.9001798629760742,0.9026696681976318,0.002489805221557617,9,10,10,28,41,113,1706257662.40029,0.002675771713256836,18,Mid360,2,11,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0008,seq0008_valref_000794,1706257662.457086,-6.234047889709473,9.158167839050293,-0.08498799800872803,-3.48828125,-26.044921875,2.14453125,35.38032913208008,False,False,False,False,False,False,False,False,False,18.846790313720703,18.846790313720703,0.11572265625,nan,,20,49005,0,49005,0.9001798629760742,0.9567899703979492,0.056610107421875,9,10,10,29,41,115,1706257662.40029,0.05679607391357422,18,Mid360,2,11,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0008,seq0008_valref_000795,1706257662.5126553,-6.233756065368652,9.15513801574707,-0.10520400106906891,-3.671875,-26.08203125,2.3798828125,35.41746520996094,False,False,False,False,False,False,False,False,False,18.888063430786133,18.888063430786133,0.0849609375,nan,,20,49150,0,49150,0.9012439250946045,0.9124412536621094,0.011197328567504883,8,10,10,30,43,116,1706257662.500214,0.012441158294677734,18,Mid360,2,8,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0008,seq0008_valref_000796,1706257662.5558949,-6.2343549728393555,9.150052070617676,-0.14024800062179565,-3.669921875,-26.0859375,2.3876953125,35.41950988769531,False,False,False,False,False,False,False,False,False,18.898277282714844,18.898277282714844,0.07080078125,nan,,20,49150,0,49150,0.9012439250946045,0.9556808471679688,0.05443692207336426,8,10,10,31,43,120,1706257662.500214,0.05568075180053711,18,Mid360,2,8,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0008,seq0008_valref_000797,1706257662.6031797,-6.23488712310791,9.147016525268555,-0.1580819934606552,-23.7196044921875,-4.65869140625,8.51953125,23.908447265625,False,False,False,False,False,False,False,False,False,18.892724990844727,18.892724990844727,0.054931640625,nan,,20,48977,0,48977,0.9003570079803467,0.9030237197875977,0.0026667118072509766,7,10,10,26,39,121,1706257662.600184,0.002995729446411133,18,Mid360,2,5,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0008,seq0008_valref_000798,1706257662.6575809,-6.236041069030762,9.143821716308594,-0.17442099750041962,-23.71240234375,-4.65478515625,8.5390625,23.911283493041992,False,False,False,False,False,False,False,False,False,11.60079574584961,11.60079574584961,0.05419921875,nan,,20,48977,0,48977,0.9003570079803467,0.9574248790740967,0.05706787109375,9,10,10,28,39,125,1706257662.600184,0.057396888732910156,18,Mid360,2,5,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
seq0008,seq0008_valref_000799,1706257662.710591,-6.237411022186279,9.140235900878906,-0.1912440061569214,-8.46875,-58.119140625,0.4931640625,67.29985809326172,False,False,False,False,False,False,False,False,False,18.94143295288086,18.94143295288086,0.0419921875,nan,,20,48932,0,48932,0.9001338481903076,0.910290002822876,0.01015615463256836,8,9,10,28,37,126,1706257662.600184,0.11040711402893066,16,Mid360,1,2,True,True,CURRENT_SUPPORT,False,False,False,False,False,True,CURRENT_SUPPORT_BUT_GENERATION_FAIL
