sequence_id,sample_id,t0,gt_x,gt_y,gt_z,pred_x,pred_y,pred_z,top1_error,empty_input,empty_output,top1_success_0p5m,top1_success_1m,top1_success_2m,raw_top10_has_gt_0p5m,raw_top10_has_gt_1m,nms_top10_has_gt_0p5m,nms_top10_has_gt_1m,best_raw_candidate_error,best_nms_candidate_error,top1_score,best_gt_near_candidate_score,best_gt_near_candidate_rank,event_count,total_point_count,avia_point_count,mid360_point_count,history_span_sec,oldest_event_age_sec,newest_event_age_sec,num_support_events_0p5m,num_support_events_1m,num_support_events_2m,num_support_points_0p5m,num_support_points_1m,num_support_points_2m,last_support_timestamp_1m,last_support_age_sec_1m,last_support_event_index,last_support_sensor,num_support_events_in_last4,num_support_points_in_last4,history_has_any_support,current_support,exported_support_flag
seq0004,seq0004_valref_000300,1706257436.8516316,-4.623345851898193,7.639476776123047,4.933034896850586,nan,nan,nan,nan,True,True,False,False,False,False,False,False,False,nan,nan,nan,nan,,0,0,0,0,nan,nan,nan,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000301,1706257436.8979206,-4.662352085113525,7.694049835205078,4.908463001251221,nan,nan,nan,nan,True,True,False,False,False,False,False,False,False,nan,nan,nan,nan,,0,0,0,0,nan,nan,nan,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000302,1706257436.9499311,-4.7490692138671875,7.808938026428223,4.853124141693115,-23.9423828125,-3.9208984375,19.658203125,26.92884635925293,False,False,False,False,False,False,False,False,False,13.800317764282227,13.800317764282227,0.04736328125,nan,,2,4267,0,4267,0.0030879974365234375,0.05016922950744629,0.04708123207092285,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000303,1706257436.99808,-4.788221836090088,7.861423969268799,4.8288068771362305,-11.26385498046875,19.7381591796875,7.21875,13.736903190612793,False,False,False,False,False,False,False,False,False,13.736903190612793,13.736903190612793,0.0272216796875,nan,,2,4267,0,4267,0.0030879974365234375,0.09831809997558594,0.0952301025390625,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000304,1706257437.0507002,-4.8283491134643555,7.916347980499268,4.803595066070557,-6.53515625,-54.529296875,2.56640625,62.50901412963867,False,False,False,False,False,False,False,False,False,12.848857879638672,12.848857879638672,0.1083984375,nan,,4,8858,0,8858,0.1020660400390625,0.1509382724761963,0.04887223243713379,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000305,1706257437.1009853,-4.867366790771484,7.970365047454834,4.776495933532715,11.873046875,4.93359375,2.984375,17.107749938964844,False,False,False,False,False,False,False,False,False,17.107749938964844,17.107749938964844,0.126953125,nan,,5,13277,0,13277,0.2001171112060547,0.20122337341308594,0.00110626220703125,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000306,1706257437.1492271,-4.909698963165283,8.025955200195312,4.7486572265625,11.876953125,4.92578125,3.00390625,17.159456253051758,False,False,False,False,False,False,False,False,False,17.159456253051758,17.159456253051758,0.142578125,nan,,6,13277,0,13277,0.20200204849243164,0.2494652271270752,0.047463178634643555,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000307,1706257437.198312,-4.991878032684326,8.137405395507812,4.691857814788818,11.8828125,4.921875,3.0234375,17.2591552734375,False,False,False,False,False,False,False,False,False,17.2591552734375,17.2591552734375,0.138671875,nan,,6,13277,0,13277,0.20200204849243164,0.2985501289367676,0.09654808044433594,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000308,1706257437.2549512,-5.0324249267578125,8.193309783935547,4.663710117340088,16.67724609375,-6.833984375,2.47265625,26.49396324157715,False,False,False,False,False,False,False,False,False,17.314844131469727,17.37511444091797,0.21484375,nan,,8,17605,0,17605,0.3020761013031006,0.35518932342529297,0.05311322212219238,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000309,1706257437.2978358,-5.075973987579346,8.248577117919922,4.634311199188232,16.681640625,-6.83447265625,2.49609375,26.56057357788086,False,False,False,False,False,False,False,False,False,17.36605453491211,17.425519943237305,0.2236328125,nan,,8,17605,0,17605,0.3020761013031006,0.3980739116668701,0.09599781036376953,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000310,1706257437.367017,-5.116026878356934,8.302172660827637,4.605517864227295,16.67822265625,-6.8876953125,2.52734375,26.646581649780273,False,False,False,False,False,False,False,False,False,17.437999725341797,11.657167434692383,0.138671875,nan,,10,22201,0,22201,0.40203404426574707,0.4672551155090332,0.06522107124328613,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000311,1706257437.4511292,-5.200797080993652,8.413192749023438,4.545355796813965,16.6826171875,-6.98828125,2.45703125,26.841205596923828,False,False,False,False,False,False,False,False,False,17.498502731323242,17.498502731323242,0.1474609375,nan,,12,26741,0,26741,0.5020041465759277,0.5513672828674316,0.049363136291503906,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000312,1706257437.498653,-5.24613094329834,8.471918106079102,4.512146949768066,16.68994140625,-6.9912109375,2.48046875,26.91518783569336,False,False,False,False,False,False,False,False,False,17.5557804107666,17.5557804107666,0.16015625,nan,,12,26741,0,26741,0.5020041465759277,0.598891019821167,0.09688687324523926,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000313,1706257437.5514631,-5.330546855926514,8.585139274597168,4.445251941680908,11.86328125,-11.0390625,1.30859375,26.278806686401367,False,False,False,False,False,False,False,False,False,17.636150360107422,17.636150360107422,0.283203125,nan,,14,31167,0,31167,0.6020700931549072,0.6517012119293213,0.04963111877441406,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000314,1706257437.5992842,-5.371490955352783,8.636900901794434,4.413296222686768,11.87109375,-11.03125,1.32421875,26.337905883789062,False,False,False,False,False,False,False,False,False,17.685808181762695,17.685808181762695,0.333984375,nan,,14,31167,0,31167,0.6020700931549072,0.6995222568511963,0.09745216369628906,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000315,1706257437.6537817,-5.41384220123291,8.692716598510742,4.378195762634277,-6.6171875,-54.4921875,2.78515625,63.21643829345703,False,False,False,False,False,False,False,False,False,17.85483741760254,17.85483741760254,0.2109375,nan,,16,35807,0,35807,0.7030870914459229,0.7540197372436523,0.05093264579772949,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000316,1706257437.700026,-5.453362941741943,8.74374008178711,4.3456010818481445,12.10546875,-10.9765625,3.314453125,26.424726486206055,False,False,False,False,False,False,False,False,False,19.761863708496094,19.761863708496094,0.171875,nan,,17,40337,0,40337,0.8001871109008789,0.8002641201019287,7.700920104980469e-05,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000317,1706257437.7521422,-5.5382161140441895,8.852364540100098,4.27549409866333,12.1171875,-10.982421875,3.32080078125,26.57147789001465,False,False,False,False,False,False,False,False,False,10.968661308288574,10.968661308288574,0.2060546875,nan,,18,40337,0,40337,0.8020820617675781,0.8523802757263184,0.050298213958740234,0,0,0,0,0,0,nan,nan,,,0,0,False,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000318,1706257437.8004913,-5.581914901733398,8.910164833068848,4.238865852355957,-5.53125,8.82666015625,4.32421875,0.12971152365207672,False,False,True,True,True,True,True,True,True,0.12971152365207672,0.12971152365207672,0.46484375,0.46484375,1,19,44853,0,44853,0.9001190662384033,0.9007294178009033,0.0006103515625,0,1,1,0,1,1,1706257437.799881,0.0006103515625,18,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000319,1706257437.8500235,-5.623048782348633,8.963006019592285,4.205711841583252,-5.515625,8.82177734375,4.33984375,0.22243376076221466,False,False,True,True,True,True,True,True,True,0.22243376076221466,0.22243376076221466,0.4375,0.4375,1,20,44853,0,44853,0.9020111560821533,0.9502615928649902,0.048250436782836914,0,1,1,0,1,1,1706257437.799881,0.050142526626586914,18,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000320,1706257437.8976116,-5.666897773742676,9.018999099731445,4.171572208404541,-5.498046875,8.81591796875,4.3515625,0.3196077048778534,False,False,True,True,True,True,True,True,True,0.3196077048778534,0.3196077048778534,0.396484375,0.396484375,1,20,44853,0,44853,0.9020111560821533,0.997849702835083,0.09583854675292969,0,1,1,0,1,1,1706257437.799881,0.09773063659667969,18,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000321,1706257437.9520316,-5.711790084838867,9.073907852172852,4.138667106628418,-5.50390625,9.0,4.2578125,0.2507462501525879,False,False,True,True,True,True,True,True,True,0.2507462501525879,0.2507462501525879,0.9453125,0.9453125,1,20,45287,0,45287,0.9019989967346191,0.9522705078125,0.05027151107788086,0,2,2,0,4,4,1706257437.899896,0.05213570594787598,18,Mid360,2,4,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000322,1706257438.001101,-5.756977081298828,9.13092041015625,4.104697227478027,-5.396484375,8.9404296875,4.3671875,0.4849153161048889,False,False,True,True,True,True,True,True,True,0.4849153161048889,0.4849153161048889,0.953125,0.953125,1,20,45189,0,45189,0.9981210231781006,0.9992730617523193,0.00115203857421875,0,2,2,0,4,4,1706257437.899896,0.10120511054992676,17,Mid360,1,3,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000323,1706257438.06154,-5.802002906799316,9.187612533569336,4.07029390335083,-5.37890625,8.9443359375,4.38671875,0.5816519260406494,False,False,False,True,True,False,True,False,True,0.5816519260406494,0.5816519260406494,0.94921875,0.94921875,1,20,45189,0,45189,0.901932954788208,0.9616608619689941,0.05972790718078613,0,2,2,0,4,4,1706257437.899896,0.16164398193359375,16,Mid360,1,3,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000324,1706257438.1018145,-5.886634826660156,9.293839454650879,4.002899169921875,-5.35546875,8.9169921875,4.35546875,0.7405785322189331,False,False,False,True,True,False,True,False,True,0.7405785322189331,0.7405785322189331,0.9609375,0.9609375,1,20,45377,0,45377,0.9019010066986084,0.9019465446472168,4.553794860839844e-05,0,2,2,0,4,4,1706257437.899896,0.2019186019897461,14,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000325,1706257438.149874,-5.9280829429626465,9.346694946289062,3.9685580730438232,-5.3359375,8.9091796875,4.375,0.8409820795059204,False,False,False,True,True,False,True,False,True,0.8409820795059204,0.8409820795059204,0.95703125,0.95703125,1,20,45377,0,45377,0.9019010066986084,0.9500060081481934,0.04810500144958496,0,2,2,0,4,4,1706257437.899896,0.24997806549072266,14,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000326,1706257438.199491,-5.96811580657959,9.39554500579834,3.9366469383239746,-5.3203125,8.90234375,4.39453125,0.9341063499450684,False,False,False,True,True,False,True,False,True,0.9341063499450684,0.9341063499450684,0.94921875,0.94921875,1,20,45377,0,45377,0.9019010066986084,0.9996230602264404,0.09772205352783203,0,2,2,0,4,4,1706257437.899896,0.2995951175689697,14,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000327,1706257438.2513301,-6.010561943054199,9.44856071472168,3.9030520915985107,-5.76251220703125,9.07421875,4.16796875,0.5213841199874878,False,False,False,True,True,False,True,False,True,0.5213841199874878,0.5213841199874878,0.91796875,0.91796875,1,20,45730,0,45730,0.9020888805389404,0.9515740871429443,0.049485206604003906,0,3,3,0,5,5,1706257438.19976,0.05157017707824707,18,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000328,1706257438.2992542,-6.050816059112549,9.502031326293945,3.87030291557312,-5.756103515625,9.083984375,4.19921875,0.6081154346466064,False,False,False,True,True,False,True,False,True,0.6081154346466064,0.6081154346466064,0.9140625,0.9140625,1,20,45730,0,45730,0.9020888805389404,0.9994981288909912,0.09740924835205078,0,3,3,0,5,5,1706257438.19976,0.09949421882629395,18,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000329,1706257438.352336,-6.134469032287598,9.60374927520752,3.809725046157837,-5.8564453125,9.05859375,4.13671875,0.6938419342041016,False,False,False,True,True,False,True,False,True,0.6938419342041016,0.6938419342041016,0.94140625,0.94140625,1,20,45675,0,45675,0.901831865310669,0.9523909091949463,0.050559043884277344,0,2,3,0,4,5,1706257438.19976,0.15257596969604492,16,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000330,1706257438.396748,-6.134471893310547,9.603748321533203,3.809720039367676,-5.8525390625,9.06640625,4.16015625,0.70073401927948,False,False,False,True,True,False,True,False,True,0.70073401927948,0.70073401927948,0.94140625,0.94140625,1,20,45675,0,45675,0.901831865310669,0.9968030452728271,0.0949711799621582,0,2,3,0,4,5,1706257438.19976,0.19698810577392578,16,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000331,1706257438.4505584,-6.220067977905273,9.707294464111328,3.7525839805603027,-5.828125,9.076171875,4.1328125,0.8345710039138794,False,False,False,True,True,False,True,False,True,0.8345710039138794,0.8345710039138794,0.9453125,0.9453125,1,20,45762,0,45762,0.9029631614685059,0.9506955146789551,0.04773235321044922,0,1,3,0,1,5,1706257438.19976,0.25079846382141113,14,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000332,1706257438.49709,-6.262383937835693,9.758681297302246,3.7256391048431396,-5.82421875,9.078125,4.1640625,0.9205219745635986,False,False,False,True,True,False,True,False,True,0.9205219745635986,0.9205219745635986,0.9375,0.9375,1,20,45762,0,45762,0.9029631614685059,0.9972271919250488,0.09426403045654297,0,1,3,0,1,5,1706257438.19976,0.2973301410675049,14,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000333,1706257438.565248,-6.304210186004639,9.808561325073242,3.7006280422210693,-5.86865234375,9.013671875,4.19921875,1.0344817638397217,False,False,False,False,True,False,False,False,False,1.0344817638397217,1.0344817638397217,0.91796875,nan,,20,45983,0,45983,0.9020519256591797,0.9654719829559326,0.06342005729675293,0,1,3,0,1,5,1706257438.19976,0.36548805236816406,12,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000334,1706257438.6527529,-6.396742820739746,9.919333457946777,3.649876117706299,-6.25726318359375,9.84912109375,3.587890625,0.16800758242607117,False,False,True,True,True,True,True,True,True,0.16800758242607117,0.16800758242607117,0.94921875,0.94921875,1,20,45848,0,45848,0.9018170833587646,0.9528038501739502,0.05098676681518555,0,1,4,0,3,8,1706257438.59996,0.05279278755187988,18,Mid360,1,3,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000335,1706257438.699385,-6.478507041931152,10.016889572143555,3.6097640991210938,-6.255126953125,9.84814453125,3.595703125,0.2803056538105011,False,False,True,True,True,True,True,True,True,0.2803056538105011,0.2803056538105011,0.953125,0.953125,1,20,45848,0,45848,0.9018170833587646,0.9994359016418457,0.09761881828308105,0,1,4,0,3,8,1706257438.59996,0.09942483901977539,18,Mid360,1,3,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000336,1706257438.7505567,-6.519120216369629,10.064913749694824,3.5911600589752197,-6.2447509765625,9.869140625,3.6171875,0.3380577266216278,False,False,True,True,True,True,True,True,True,0.3380577266216278,0.3380577266216278,0.95703125,0.95703125,1,20,45999,0,45999,0.9019849300384521,0.9506757259368896,0.0486907958984375,0,1,4,0,3,8,1706257438.59996,0.15059661865234375,16,Mid360,1,3,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000337,1706257438.7994611,-6.561159133911133,10.11410903930664,3.57196307182312,-6.24127197265625,9.86572265625,3.6328125,0.4095439612865448,False,False,True,True,True,True,True,True,True,0.4095439612865448,0.4095439612865448,0.95703125,0.95703125,1,20,45999,0,45999,0.9019849300384521,0.9995801448822021,0.09759521484375,0,1,4,0,3,8,1706257438.59996,0.19950103759765625,16,Mid360,1,3,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000338,1706257438.8609362,-6.605556964874268,10.164928436279297,3.553858995437622,-6.32666015625,9.83056640625,3.634765625,0.4428625702857971,False,False,True,True,True,True,True,True,True,0.15564922988414764,0.4428625702857971,0.921875,0.921875,1,20,46107,0,46107,0.9019081592559814,0.9610402584075928,0.05913209915161133,0,2,4,0,5,9,1706257438.799897,0.06103920936584473,18,Mid360,1,2,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000339,1706257438.904329,-6.644832134246826,10.209190368652344,3.5379810333251953,-6.6044921875,10.01171875,3.6796875,0.24637994170188904,False,False,True,True,True,True,True,True,True,0.19308805465698242,0.24637994170188904,0.9375,0.9375,1,20,45967,0,45967,0.9028730392456055,0.9043800830841064,0.0015070438385009766,0,3,4,0,9,10,1706257438.899876,0.004452943801879883,18,Mid360,2,6,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000340,1706257438.954006,-6.686244964599609,10.255058288574219,3.5219359397888184,-6.5966796875,10.001953125,3.703125,0.32390373945236206,False,False,True,True,True,True,True,True,True,0.26818251609802246,0.32390373945236206,0.9375,0.9375,1,20,45967,0,45967,0.9028730392456055,0.954056978225708,0.05118393898010254,0,3,4,0,9,10,1706257438.899876,0.054129838943481445,18,Mid360,2,6,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000341,1706257439.0018566,-6.770341873168945,10.344528198242188,3.4897170066833496,-6.6015625,9.984375,3.73828125,0.4690212905406952,False,False,True,True,True,True,True,True,True,0.3935011029243469,0.4690212905406952,0.9375,0.9375,1,20,46201,0,46201,0.9020681381225586,0.9020826816558838,1.4543533325195312e-05,0,3,4,0,9,10,1706257438.899876,0.10198044776916504,16,Mid360,1,4,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000342,1706257439.0558307,-6.810732841491699,10.386096000671387,3.4772789478302,-6.591796875,9.98046875,3.7578125,0.5395975112915039,False,False,False,True,True,True,True,False,True,0.4631035029888153,0.5395975112915039,0.9375,0.9375,1,20,46201,0,46201,0.9020681381225586,0.9560568332672119,0.05398869514465332,0,3,4,0,9,10,1706257438.899876,0.15595459938049316,16,Mid360,1,4,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000343,1706257439.0979803,-6.852807998657227,10.427842140197754,3.464498996734619,-6.5859375,9.9775390625,3.78125,0.6118201613426208,False,False,False,True,True,False,True,False,True,0.5305018424987793,0.6118201613426208,0.9296875,0.9296875,1,20,46201,0,46201,0.9020681381225586,0.998206377029419,0.09613823890686035,0,3,4,0,8,10,1706257438.899876,0.1981041431427002,16,Mid360,1,4,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000344,1706257439.152731,-6.895044803619385,10.468626022338867,3.4515340328216553,-6.5556640625,9.8916015625,3.8046875,0.7568711638450623,False,False,False,True,True,True,True,False,True,0.23507949709892273,0.7568711638450623,0.9375,0.9375,1,20,46133,0,46133,0.9020431041717529,0.9529709815979004,0.05092787742614746,0,3,5,0,7,11,1706257439.100005,0.052726030349731445,18,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000345,1706257439.1986685,-6.937248229980469,10.507633209228516,3.440282106399536,-6.5478515625,9.880859375,3.828125,0.8336049914360046,False,False,False,True,True,True,True,False,True,0.2940692603588104,0.8336049914360046,0.9296875,0.9296875,1,20,46133,0,46133,0.9020431041717529,0.998908519744873,0.09686541557312012,0,3,5,0,7,11,1706257439.100005,0.0986635684967041,18,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000346,1706257439.2664778,-6.980024814605713,10.545509338378906,3.4279088973999023,-6.5986328125,9.888671875,3.875,0.8813545107841492,False,False,False,True,True,True,True,False,True,0.355740487575531,0.8813545107841492,0.91015625,0.91015625,1,20,46076,0,46076,0.901953935623169,0.9665987491607666,0.06464481353759766,0,3,4,0,7,10,1706257439.100005,0.1664729118347168,16,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000347,1706257439.3003592,-7.065117835998535,10.61722183227539,3.4056379795074463,-6.6123046875,9.8505859375,3.9296875,1.0331497192382812,False,False,False,False,True,False,True,False,False,0.5174540281295776,1.0331497192382812,0.84765625,0.6328125,2,20,46221,0,46221,0.9981741905212402,0.9985823631286621,0.000408172607421875,0,3,4,0,6,10,1706257439.100005,0.20035433769226074,15,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000348,1706257439.3551302,-7.106264114379883,10.649532318115234,3.395193099975586,-6.6044921875,9.8447265625,3.9453125,1.0964117050170898,False,False,False,False,True,False,True,False,False,0.5831590294837952,1.0964117050170898,0.80859375,0.57421875,2,20,46221,0,46221,0.9019570350646973,0.955294132232666,0.05333709716796875,0,3,4,0,6,10,1706257439.100005,0.2551252841949463,14,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000349,1706257439.3995068,-7.1481451988220215,10.681442260742188,3.3857810497283936,-6.595703125,9.83642578125,3.9609375,1.1619164943695068,False,False,False,False,True,False,True,False,False,0.6447012424468994,1.1619164943695068,0.7578125,0.5234375,2,20,46221,0,46221,0.9019570350646973,0.9996707439422607,0.09771370887756348,0,3,4,0,3,10,1706257439.100005,0.299501895904541,14,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000350,1706257439.4503956,-7.187538146972656,10.709712028503418,3.376265048980713,-6.556640625,9.82373046875,3.984375,1.2461110353469849,False,False,False,False,True,True,True,True,True,0.24511314928531647,0.24511314928531647,0.65234375,0.455078125,2,20,46122,0,46122,0.901777982711792,0.9504494667053223,0.04867148399353027,0,3,5,0,3,11,1706257439.399918,0.05047750473022461,18,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000351,1706257439.5100906,-7.268682956695557,10.764630317687988,3.3588690757751465,-7.0576171875,10.53515625,3.53125,0.3562615215778351,False,False,True,True,True,True,True,True,True,0.3562615215778351,0.3562615215778351,0.609375,0.609375,1,20,46063,0,46063,0.9018819332122803,0.910130500793457,0.008248567581176758,0,2,5,0,2,11,1706257439.399918,0.11017251014709473,16,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000352,1706257439.5648139,-7.306650161743164,10.788159370422363,3.351736068725586,-7.05078125,10.541015625,3.55078125,0.40763700008392334,False,False,True,True,True,True,True,True,True,0.40763700008392334,0.40763700008392334,0.6015625,0.6015625,1,20,46063,0,46063,0.9018819332122803,0.9648537635803223,0.06297183036804199,0,2,5,0,2,11,1706257439.399918,0.16489577293395996,16,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000353,1706257439.604036,-7.347255229949951,10.811373710632324,3.3445310592651367,-7.064453125,10.560546875,3.52734375,0.4198947548866272,False,False,True,True,True,True,True,True,True,0.4198947548866272,0.4198947548866272,0.6015625,0.6015625,1,20,46189,0,46189,0.9030940532684326,0.9042751789093018,0.0011811256408691406,0,2,4,0,2,8,1706257439.399918,0.204118013381958,14,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000354,1706257439.6503654,-7.382421970367432,10.830107688903809,3.337493896484375,-7.0595703125,10.56640625,3.55078125,0.4682554304599762,False,False,True,True,True,True,True,True,True,0.4682554304599762,0.4682554304599762,0.58984375,0.58984375,1,20,46189,0,46189,0.9030940532684326,0.9506044387817383,0.047510385513305664,0,2,4,0,2,8,1706257439.399918,0.25044727325439453,14,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000355,1706257439.696346,-7.419220924377441,10.8483247756958,3.330156087875366,-7.0556640625,10.5703125,3.57421875,0.5186820030212402,False,False,False,True,True,False,True,False,True,0.5186820030212402,0.5186820030212402,0.55859375,0.55859375,1,20,46189,0,46189,0.9030940532684326,0.9965851306915283,0.0934910774230957,0,1,4,0,1,8,1706257439.399918,0.29642796516418457,14,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000356,1706257439.7490945,-7.451910018920898,10.862778663635254,3.3235011100769043,-7.322265625,10.84033203125,3.37890625,0.1427629142999649,False,False,True,True,True,True,True,True,True,0.1427629142999649,0.1427629142999649,0.6171875,0.6171875,1,20,46077,0,46077,0.9019520282745361,0.94919753074646,0.04724550247192383,0,2,5,0,2,9,1706257439.699952,0.04914259910583496,18,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000357,1706257439.8001459,-7.4867777824401855,10.876727104187012,3.3168210983276367,-4.61328125,-67.3046875,7.692138671875,78.35645294189453,False,False,False,False,False,True,True,True,True,0.19271689653396606,0.19271689653396606,0.2294921875,0.2255859375,2,20,46176,0,46176,0.9980819225311279,0.9983417987823486,0.0002598762512207031,0,2,4,0,2,7,1706257439.699952,0.10019397735595703,17,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000358,1706257439.8524275,-7.519629001617432,10.887574195861816,3.311012029647827,-7.345703125,10.745758056640625,3.3671875,0.23133894801139832,False,False,True,True,True,True,True,True,True,0.23133894801139832,0.23133894801139832,0.197265625,0.197265625,1,20,46176,0,46176,0.9018938541412354,0.9525513648986816,0.05065751075744629,0,2,4,0,2,7,1706257439.699952,0.15247559547424316,16,Mid360,1,1,True,True,CURRENT_SUPPORT
seq0004,seq0004_valref_000359,1706257439.9004955,-7.583588123321533,10.90408992767334,3.2995240688323975,-4.572265625,-67.30078125,7.68798828125,78.3857650756836,False,False,False,False,False,True,True,True,True,0.2858138978481293,0.2858138978481293,0.103515625,0.07373046875,3,20,46274,0,46274,0.9970049858093262,0.997673511505127,0.0006685256958007812,0,2,3,0,2,3,1706257439.699952,0.20054364204406738,15,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000360,1706257439.9507608,-7.614418983459473,10.908907890319824,3.292742967605591,16.619140625,-6.98828125,2.4375,30.138120651245117,False,False,False,False,False,True,True,True,True,0.32804909348487854,0.32804909348487854,0.09423828125,0.059326171875,3,20,46274,0,46274,0.901818037033081,0.9508779048919678,0.04905986785888672,0,2,3,0,2,3,1706257439.699952,0.2508089542388916,14,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000361,1706257440.0005896,-7.645394802093506,10.912224769592285,3.286674976348877,16.68798828125,-6.958984375,2.3515625,30.20543098449707,False,False,False,False,False,True,True,True,True,0.43421420454978943,0.43421420454978943,0.0888671875,0.054931640625,5,20,46034,0,46034,0.9981639385223389,0.9987475872039795,0.000583648681640625,0,2,3,0,2,3,1706257439.699952,0.30063772201538086,13,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
seq0004,seq0004_valref_000362,1706257440.0498276,-7.674377918243408,10.91418743133545,3.2810959815979004,16.6875,-6.96484375,2.37109375,30.23225212097168,False,False,False,False,False,True,True,True,True,0.46908697485923767,0.46908697485923767,0.0888671875,0.044677734375,5,20,46034,0,46034,0.901792049407959,0.9498226642608643,0.04803061485290527,0,2,3,0,2,3,1706257439.699952,0.34987568855285645,12,Mid360,0,0,True,False,NO_CURRENT_SUPPORT
